,timestamp(ms),acceleration_x(g),acceleration_y(g),acceleration_z(g),roll(rad),pitch(rad),yaw(rad),angular_velocity_x(rad/sec),angular_velocity_y(rad/sec),angular_velocity_z(rad/sec),shake,derived1,derived2,derived8
4855,1396955108644,0.213,0.3096,0.4623,0.2385,0.3494,-0.9816,1.428,1.428,0.3362,1.0,0.9849,4.284,4.21256097942
4879,1396955111028,0.4847,-0.6177,0.5014,-0.008,-0.6615,-2.1596,-0.0836,-0.0836,-0.1282,1.0,1.6038,0.2508,3.93509947827
4880,1396955111127,0.4066,-0.6918,-0.7012,0.3015,-0.6928,-2.205,-0.0794,-0.0794,1.0558,1.0,1.7996,0.2382,5.32669608176
4881,1396955111226,0.0065,-0.1116,-0.8992,0.475,-0.5833,-2.2127,1.0623,1.0623,1.4097,1.0,1.0173,3.1869,6.23727187653
4882,1396955111326,0.2791,0.0439,-0.9786,0.4764,-0.3809,-2.3306,1.6836,1.6836,1.6063,1.0,1.3016,5.0508,7.07861371709
4883,1396955111425,0.1416,0.1484,-0.3979,0.3321,-0.0822,-2.405,3.2102,3.2102,1.6457,1.0,0.6879,9.6306,8.09594287245
4884,1396955111524,0.3834,0.4655,-0.2558,0.2039,0.3662,-2.4696,4.8952,4.8952,1.5062,1.0,1.1047,14.6856,10.7795871613
4885,1396955111623,-0.173,0.9276,0.8215,0.2637,0.9408,-2.5246,5.1825,5.1825,1.2154,1.0,1.9221,15.5475,12.4094463672
4886,1396955111723,-0.7996,1.0485,1.2265,0.7286,1.1277,-2.7376,-0.1448,-0.1448,-1.5872,1.0,3.0746,0.4344,7.99509277135
4887,1396955111822,-0.2677,1.8347,0.1306,1.3138,0.7006,-3.0325,-0.8473,-0.8473,-7.8415,1.0,2.233,2.5419,14.838146245
4888,1396955111922,0.877,1.9126,-0.0452,1.2818,-0.1347,-3.0276,-3.5461,-3.5461,-8.9698,1.0,2.8348,10.6383,16.8251938536
4889,1396955112021,1.867,1.6993,-0.3072,1.3204,-1.0962,2.982,3.2104,3.2104,-8.1551,1.0,3.8735,9.6312,17.2755191779
4890,1396955112120,1.8532,0.3595,0.2924,-0.1224,-1.2038,1.4022,1.3158,1.3158,-2.7132,1.0,2.5051,3.9474,7.92866074138
4891,1396955112220,1.8988,-0.2203,0.4326,-0.9572,-1.0464,0.9245,0.3895,0.3895,-1.255,1.0,2.5517,1.1685,6.25854053574
4892,1396955112319,1.5776,-0.1988,0.3179,-0.979,-1.1193,0.9089,-1.5844,-1.5844,1.7812,1.0,2.0943,4.7532,7.49114121305
4893,1396955112418,1.5733,-0.2247,0.1299,-0.6602,-1.3706,1.3052,-0.4648,-0.4648,4.6654,1.0,1.9279,1.3944,9.64204392038
4894,1396955112518,1.351,0.8534,-0.3371,1.4003,-1.1149,-2.7671,-1.0126,-1.0126,7.1459,1.0,2.5415,3.0378,14.2034114032
4895,1396955112617,0.471,1.6411,0.0623,0.999,-0.4241,-2.6834,3.552,3.552,5.2814,1.0,2.1744,10.656,13.1037872868
4896,1396955112716,0.2816,1.2442,0.4617,0.5602,0.0822,-2.7087,3.2898,3.2898,2.5818,1.0,1.9875,9.8694,10.0285825289
4897,1396955112816,0.0654,0.5704,0.7983,0.2006,0.3587,-2.6297,1.5581,1.5581,0.9211,1.0,1.4341,4.6743,6.56057700927
4929,1396955115994,1.1478,2.6439,0.0714,1.7004,-0.2802,2.6341,1.1495,1.1495,-10.5879,1.0,3.8631,3.4485,18.2098552019
4930,1396955116093,2.8098,2.5388,0.1094,1.5093,-1.2909,2.4411,3.0861,3.0861,-8.4451,1.0,5.458,9.2583,18.5359575728
4931,1396955116192,1.9789,0.1318,0.3926,-0.3378,-1.2169,0.6374,1.9279,1.9279,-1.0744,1.0,2.5033,5.7837,7.14438671778
4932,1396955116292,1.2045,0.1469,0.3811,-0.917,-1.087,0.3677,0.7475,0.7475,-2.484,1.0,1.7325,2.2425,6.34315034846
4933,1396955116391,2.1029,-0.3361,0.506,-1.3177,-0.8679,0.2288,0.4235,0.4235,-0.8784,1.0,2.945,1.2705,5.66642964029
4934,1396955116490,2.2713,-0.1897,0.3166,-1.1944,-1.1972,0.4133,-1.7804,-1.7804,6.0994,1.0,2.7776,5.3412,11.7046533337
4935,1396955116590,1.6877,1.9397,-1.0081,1.2349,-1.1788,-3.1148,2.0202,2.0202,8.3262,1.0,4.6355,6.0606,17.0929364757
4936,1396955116689,0.5434,2.1812,-0.0397,0.6276,-0.4507,-3.1294,5.4732,5.4732,3.4789,1.0,2.7643,16.4196,14.9420605476
4937,1396955116788,0.1014,1.2807,0.7902,0.2688,0.0891,3.081,4.6953,4.6953,0.6254,1.0,2.1723,14.0859,11.6167174234
5043,1396955127319,1.6415,1.804,-0.1795,1.1492,-1.4017,1.0711,2.1994,2.1994,-7.9004,1.0,3.625,6.5982,14.5582850284
5044,1396955127416,2.1498,0.7125,0.2398,-0.991,-1.0523,-1.021,2.5742,2.5742,-4.0242,1.0,3.1021,7.7226,10.768281943
5045,1396955127517,2.2611,0.2641,0.5953,-1.184,-0.7981,-0.9204,1.4361,1.4361,-1.021,1.0,3.1205,4.3083,7.52866943988
5046,1396955127615,1.8645,-0.2979,0.8482,-0.8217,-0.8822,-0.7276,-2.116,-2.116,3.8351,1.0,3.0106,6.348,9.36586805487
5047,1396955127714,1.3411,0.8697,-0.8298,0.5454,-1.2833,0.5247,-1.9219,-1.9219,7.3257,1.0,3.0406,5.7657,11.9680304814
5048,1396955127814,0.7438,1.499,-0.3261,1.0796,-0.7354,1.403,1.7633,1.7633,6.6404,1.0,2.5689,5.2899,12.0160612071
5049,1396955127912,0.6317,1.8225,-0.2684,0.9069,-0.11,1.5032,2.6325,2.6325,5.1633,1.0,2.7226,7.8975,10.8330720962
5050,1396955128011,0.329,1.3031,0.2179,0.437,0.3438,1.6095,3.8134,3.8134,2.1737,1.0,1.85,11.4402,9.5663915874
5051,1396955128110,0.2949,0.3123,0.866,0.0747,0.6176,1.612,1.1103,1.1103,-0.067,1.0,1.4732,3.3309,4.84260134991
5096,1396955132581,-1.7989,2.2716,-0.8731,-2.1244,0.8501,2.8855,0.6136,0.6136,-5.4506,1.0,4.9436,1.8408,14.4055468861
5097,1396955132680,3.1815,0.6125,0.3631,1.7938,0.8547,-1.0714,-8.8659,-8.8659,-9.2705,1.0,4.1571,26.5977,22.5733904927
5098,1396955132781,1.1534,-0.9141,-1.4455,1.4709,0.8706,-0.7984,1.6484,1.6484,3.0934,1.0,3.513,4.9452,9.07620142548
5099,1396955132878,-1.4393,1.1204,0.8633,2.6362,1.1486,-1.9959,4.3308,4.3308,4.2512,1.0,3.423,12.9924,15.2541530832
5100,1396955132978,-0.1721,1.4249,-0.3822,1.67,0.9091,-1.0028,-4.7515,-4.7515,-9.0593,1.0,1.9792,14.2545,16.3465531358
5106,1396955133573,0.2827,0.4543,-0.2941,1.7975,-0.4924,-0.3321,-1.1285,-1.1285,-1.7585,1.0,1.0311,3.3855,5.60730650134
5107,1396955133673,0.5118,0.2573,-0.6877,2.0904,-0.6297,-0.0949,-0.9449,-0.9449,-1.8112,1.0,1.4568,2.8347,5.96083100977
5108,1396955133772,0.2967,0.0107,-0.7232,2.2127,-0.6742,0.0378,-0.2742,-0.2742,-0.2481,1.0,1.0306,0.8226,4.1668225499
5109,1396955133872,0.1834,-0.0019,-0.5961,2.1965,-0.6763,0.0224,0.0954,0.0954,0.1312,1.0,0.7814,0.2862,3.70706886037
5110,1396955133972,0.0288,0.0887,-0.6004,2.1078,-0.6102,0.0028,-0.3117,-0.3117,0.8122,1.0,0.7179,0.9351,4.25251141383
5111,1396955134070,-0.0712,0.2142,-0.5355,1.9957,-0.5411,-0.0543,0.7319,0.7319,0.7711,1.0,0.8209,2.1957,4.46294637903
5112,1396955134170,0.1659,0.1472,-0.5274,1.9025,-0.5109,-0.1874,0.9119,0.9119,1.1232,1.0,0.8405,2.7357,4.88311343606
5113,1396955134269,0.1175,0.4396,-0.5902,1.6067,-0.3523,-0.3176,0.8735,0.8735,2.0578,1.0,1.1473,2.6205,5.42195883791
5114,1396955134368,0.2382,0.4331,-0.3683,1.1671,-0.1382,-0.3945,2.1558,2.1558,2.6663,1.0,1.0396,6.4674,6.36640663696
5115,1396955134467,0.4393,0.471,0.156,0.729,0.1644,-0.3898,2.029,2.029,2.5791,1.0,1.0663,6.087,5.80405781886
5116,1396955134567,-0.0881,0.3754,0.4381,0.5835,0.4469,-0.3481,1.6941,1.6941,1.0338,1.0,0.9016,5.0823,4.57147226133
5117,1396955134666,-0.0759,0.2963,0.1683,0.6026,0.5606,-0.3044,-0.1944,-0.1944,1.0672,1.0,0.5405,0.5832,2.9187551915
5118,1396955134765,-0.0863,0.4388,-0.096,0.5729,0.6251,-0.1149,-0.2248,-0.2248,1.9033,1.0,0.6211,0.6744,3.69996246224
5119,1396955134864,0.0809,0.4492,0.0996,0.5617,0.6921,0.0753,-0.5063,-0.5063,1.89,1.0,0.6297,1.5189,3.81735136082
5120,1396955134964,0.0352,0.7499,0.6188,0.6162,0.7202,0.3542,-1.2781,-1.2781,1.7797,1.0,1.4039,3.8343,5.20009773821
5121,1396955135064,-0.0007,1.4912,0.67,0.7792,0.4801,0.6772,-4.4343,-4.4343,-1.0249,1.0,2.1619,13.3029,9.92554895408
5122,1396955135163,0.6069,2.6854,-0.1563,1.4328,-0.0456,0.9655,-4.4803,-4.4803,-6.2616,1.0,3.4486,13.4409,14.1095343776
5123,1396955135263,1.1463,1.5095,-0.7509,1.8842,-0.6819,1.2884,-0.3613,-0.3613,-5.7001,1.0,3.4067,1.0839,11.6161911942
5124,1396955135362,0.9474,0.0394,-0.451,2.045,-1.0605,1.4947,-0.5291,-0.5291,-2.2202,1.0,1.4378,1.5873,7.99310984767
5125,1396955135462,1.2716,-0.8057,-0.7788,1.8157,-1.1087,1.901,-0.9776,-0.9776,0.8364,1.0,2.8561,2.9328,8.13613808284
5126,1396955135560,0.8142,-0.0079,-0.9106,1.2631,-0.8117,1.7232,2.8872,2.8872,3.8141,1.0,1.7327,8.6616,10.6069617382
5127,1396955135660,1.5082,1.1729,-0.3031,0.6863,-0.2933,1.5968,4.9742,4.9742,3.7097,1.0,2.9842,14.9226,12.4636959146
5128,1396955135759,1.2825,1.3605,0.3597,0.2065,0.2266,1.6451,3.9491,3.9491,1.7219,1.0,3.0027,11.8473,9.82647244871
5129,1396955135859,0.846,0.878,0.7277,-0.1439,0.598,1.7592,2.1832,2.1832,1.0539,1.0,2.4517,6.5496,7.18343797798
5405,1396955163273,0.7308,1.4344,-0.9353,0.9174,0.8905,-0.982,4.4965,4.4965,9.5263,1.0,3.1005,13.4895,16.1054233348
5406,1396955163372,-0.0237,1.8487,-0.4371,-1.7785,1.2118,2.1423,3.0011,3.0011,8.0291,1.0,2.3095,9.0033,16.1142490773
5407,1396955163472,-0.365,1.2061,-0.0575,-1.6248,0.7567,2.1214,-1.567,-1.567,2.068,1.0,1.6286,4.701,8.79543685467
5408,1396955163571,-0.9678,1.345,-0.0414,-1.6515,0.8534,1.9584,-1.2349,-1.2349,-4.5486,1.0,2.3542,3.7047,10.9931631255
5409,1396955163671,0.2965,1.4382,0.0169,-0.1787,1.3167,0.0469,-7.1433,-7.1433,-7.4645,1.0,1.7516,21.4299,15.5715841282
5410,1396955163770,0.8104,-0.2375,-1.1227,0.1503,0.6411,-0.6115,-4.8906,-4.8906,-1.5166,1.0,2.1706,14.6718,9.88843099942
5418,1396955164564,2.0856,2.2269,-0.0656,2.0236,-0.7868,-0.4659,-0.755,-0.755,-9.3933,1.0,4.3781,2.265,15.7818290041
5419,1396955164664,2.8931,0.3783,-0.9977,-3.052,-1.1069,0.8931,0.2641,0.2641,-4.5857,1.0,4.2691,0.7923,12.7364776026
5420,1396955164762,2.5247,-0.9287,-0.4999,-2.821,-1.2362,1.1334,0.7835,0.7835,2.5571,1.0,3.9533,2.3505,10.7135907652
5421,1396955164862,1.3757,0.1315,-0.1742,1.9799,-1.0637,-0.2356,2.2597,2.2597,7.9096,1.0,1.6814,6.7791,13.2028895529
5422,1396955164961,1.6902,2.8565,0.3205,1.1444,-0.2526,-0.627,3.2629,3.2629,6.3918,1.0,4.8672,9.7887,13.2419388978
5423,1396955165061,0.8467,2.084,0.8293,0.5423,0.263,-0.5948,3.5822,3.5822,2.3986,1.0,3.76,10.7466,9.40267527587
5424,1396955165160,0.2503,1.033,1.0206,0.235,0.5022,-0.5163,1.3002,1.3002,1.0861,1.0,2.3039,3.9006,4.86262330914
5430,1396955165756,1.3889,2.0179,0.0087,2.0054,-0.8185,-0.8447,0.7578,0.7578,-9.3633,1.0,3.4155,2.2734,15.5427333538
5431,1396955165855,1.8729,1.3363,0.0075,-2.8822,-1.4313,0.6595,3.1554,3.1554,-5.3272,1.0,3.2167,9.4662,14.2230185013
5432,1396955165955,1.6539,-0.1482,0.4061,-1.4736,-1.239,2.1768,-0.2321,-0.2321,-1.5123,1.0,2.2082,0.6963,8.14637514552
5433,1396955166054,2.0104,-0.7742,0.0767,-1.7191,-1.3002,2.1114,0.3543,0.3543,3.8238,1.0,2.8613,1.0629,11.1428732211
5434,1396955166153,1.2933,0.5418,-0.1266,1.6817,-1.1837,-0.4988,-0.074,-0.074,7.7044,1.0,1.9617,0.222,12.4772168667
5435,1396955166253,0.8679,1.8585,-0.0334,1.2023,-0.4789,-0.5867,2.6245,2.6245,5.9056,1.0,2.7598,7.8735,11.2944422326
5436,1396955166352,0.613,1.8257,0.5487,0.747,0.048,-0.6021,2.3383,2.3383,2.8302,1.0,2.9874,7.0149,7.75222659457
5437,1396955166452,0.3282,0.9083,0.6151,0.4,0.3331,-0.5876,2.063,2.063,1.1285,1.0,1.8516,6.189,5.59389101671
5438,1396955166551,0.1025,0.3969,0.4973,0.2354,0.4698,-0.5757,0.7912,0.7912,0.365,1.0,0.9967,2.3736,3.1023248613
5445,1396955167246,0.7166,2.2272,-0.1048,1.8646,-0.376,-1.0157,1.693,1.693,-8.7975,1.0,3.0486,5.079,14.7157737117
5446,1396955167346,1.3423,1.6024,-0.0875,2.1112,-1.1561,-0.6429,0.8401,0.8401,-7.2058,1.0,3.0322,2.5203,13.3054423826
5447,1396955167445,1.4836,0.0879,0.3139,-1.6313,-1.4159,1.973,2.2055,2.2055,-3.2567,1.0,1.8854,6.6165,11.0485745848
5448,1396955167544,1.9653,-0.8105,0.3859,-1.4588,-1.2147,2.2979,0.4357,0.4357,-0.4581,1.0,3.1617,1.3071,7.89981448636
5449,1396955167643,1.6322,-0.1837,0.017,-1.7909,-1.4418,2.0497,-1.5301,-1.5301,4.3098,1.0,1.8329,4.5903,11.747522147
5450,1396955167743,1.8099,1.3547,0.1372,1.6876,-1.0662,-0.4534,-0.2531,-0.2531,7.4508,1.0,3.3018,0.7593,12.9314931534
5451,1396955167842,0.7233,2.3398,0.4012,1.2082,-0.2443,-0.545,2.3419,2.3419,6.9153,1.0,3.4643,7.0257,12.1466781761
5452,1396955167941,0.4843,1.7811,0.9316,0.6065,0.257,-0.4719,2.4281,2.4281,2.4635,1.0,3.197,7.2843,7.62907459255
5453,1396955168040,0.1367,0.7673,0.9349,0.2893,0.4482,-0.4305,0.822,0.822,0.7459,1.0,1.8389,2.466,3.76636597962
5540,1396955176683,0.7067,1.2924,-0.0579,1.744,-0.7358,-1.0414,0.6517,0.6517,-6.6163,1.0,2.057,1.9551,11.6755188509
5541,1396955176781,1.3161,0.6603,-0.1365,1.706,-1.3285,-0.8857,0.7494,0.7494,-5.0853,1.0,2.1129,2.2482,10.5935277841
5542,1396955176881,1.4324,-0.2871,0.3944,-0.4732,-1.3592,-3.062,2.2159,2.2159,-1.7338,1.0,2.1139,6.6477,9.98899984409
5543,1396955176980,1.0819,-0.5117,0.4785,-0.6236,-1.3159,-3.0487,-0.684,-0.684,0.8073,1.0,2.0721,2.052,7.53705549591
5544,1396955177080,1.1543,-0.3947,0.0087,0.0397,-1.4867,-2.3432,-1.3095,-1.3095,2.8954,1.0,1.5577,3.9285,8.52654076369
5545,1396955177179,1.2769,0.4947,-0.3193,1.5597,-1.1003,-0.71,-0.9284,-0.9284,6.2102,1.0,2.0909,2.7852,11.1235880146
5546,1396955177278,1.1686,1.9373,0.0287,1.2103,-0.3874,-0.5599,1.3533,1.3533,7.1218,1.0,3.1346,4.0599,11.7947237924
5547,1396955177378,0.3761,1.4615,0.4935,0.692,0.1424,-0.4699,3.2752,3.2752,2.8794,1.0,2.3311,9.8256,8.34593875376
5548,1396955177478,-0.0401,0.7678,0.8118,0.3955,0.4585,-0.4518,1.6432,1.6432,1.0618,1.0,1.6197,4.9296,4.97882146192
5564,1396955179066,0.6702,1.62,-0.1265,1.827,-0.8592,-0.7613,0.882,0.882,-6.6009,1.0,2.4167,2.646,11.9229348819
5565,1396955179166,1.3445,0.8879,-0.0582,1.7364,-1.4785,-0.9473,2.773,2.773,-4.7353,1.0,2.2906,8.319,11.9228191987
5566,1396955179265,1.2479,-0.0309,0.3275,-0.9722,-1.3142,2.7697,0.6211,0.6211,-1.5535,1.0,1.6063,1.8633,8.13125590271
5567,1396955179364,1.4244,-0.4181,0.3696,-1.2257,-1.2081,2.736,0.5407,0.5407,-0.4099,1.0,2.2121,1.6221,7.56721348498
5568,1396955179464,1.3811,-0.2217,0.2636,-0.8639,-1.3978,3.0441,-1.8885,-1.8885,3.9401,1.0,1.8664,5.6655,11.4891654308
5569,1396955179564,1.0103,0.8534,-0.2753,1.7105,-1.1738,-0.5396,-0.5986,-0.5986,6.1864,1.0,2.139,1.7958,11.0187993257
5570,1396955179663,0.7568,1.9528,0.0535,1.4502,-0.4724,-0.6454,1.165,1.165,7.2998,1.0,2.7631,3.495,12.146419707
5571,1396955179762,-0.386,1.2661,0.3173,1.3268,0.1179,-0.7624,2.5638,2.5638,4.335,1.0,1.9694,7.6914,9.21963742072
5572,1396955179862,-0.6974,1.0131,0.3157,1.3385,0.4179,-0.8608,1.0109,1.0109,1.2184,1.0,2.0262,3.0327,5.76539163763
5576,1396955180258,1.0989,1.1942,0.0529,1.6829,-1.0216,-1.0107,0.775,0.775,-6.2006,1.0,2.346,2.325,11.6356488013
5577,1396955180357,1.4621,0.312,-0.1146,1.6332,-1.478,-0.8869,0.4169,0.4169,-2.9104,1.0,1.8887,1.2507,8.46702278018
5578,1396955180457,1.0133,-0.2506,0.1682,-0.9999,-1.4581,2.8583,0.6775,0.6775,-1.3761,1.0,1.4321,2.0325,8.0503946321
5579,1396955180556,1.1077,-0.5587,0.1956,-1.1424,-1.3859,2.7189,-0.2363,-0.2363,0.1164,1.0,1.862,0.7089,6.85701809953
5582,1396955180854,0.9173,2.4509,0.2795,1.0184,-0.1819,-0.5422,1.696,1.696,6.3014,1.0,3.6477,5.088,11.1167571093
5583,1396955180953,0.277,1.2699,0.7054,0.499,0.2514,-0.5074,3.269,3.269,1.6783,1.0,2.2523,9.807,7.65491215579
5584,1396955181053,0.0969,0.6186,0.7891,0.2758,0.5013,-0.52,1.2771,1.2771,0.627,1.0,1.5046,3.8313,4.21627126277
5585,1396955181151,0.0817,0.2609,0.3852,0.1598,0.5645,-0.4782,-0.3055,-0.3055,0.346,1.0,0.7278,0.9165,2.22837157093
5608,1396955183437,1.1126,1.9811,0.2434,1.2865,-0.5023,-0.7528,0.7057,0.7057,8.5392,1.0,3.3371,2.1171,13.424066152
5609,1396955183535,0.3924,1.7157,0.6631,0.7311,0.0748,-0.5296,1.5125,1.5125,3.4287,1.0,2.7712,4.5375,7.25747252167
5610,1396955183635,0.0579,0.8459,0.8153,0.3559,0.3435,-0.4612,1.5961,1.5961,0.9584,1.0,1.7191,4.7883,4.78913539356
5611,1396955183735,-0.0043,0.3018,0.616,0.191,0.434,-0.4296,0.0393,0.0393,0.1367,1.0,0.9221,0.1179,1.88813859933
5620,1396955184627,1.4179,1.3245,0.1032,1.8635,-1.1493,-0.9229,1.3175,1.3175,-7.0579,1.0,2.8456,3.9525,13.1784327357
5621,1396955184728,1.4868,-0.0966,0.3091,-0.8801,-1.4213,2.7533,2.6053,2.6053,-3.231,1.0,1.8925,7.8159,11.4768227764
5622,1396955184827,1.267,-0.4258,0.5868,-0.9384,-1.2071,2.8008,0.2901,0.2901,-1.08,1.0,2.2796,0.8703,7.56136925042
5623,1396955184926,1.4899,-0.3336,0.3119,-0.8307,-1.2649,2.8432,-1.3494,-1.3494,2.5012,1.0,2.1354,4.0482,9.64319455247
5624,1396955185026,1.2704,0.6667,-0.1317,1.5597,-1.3531,-0.9249,-1.7601,-1.7601,6.1291,1.0,2.0688,5.2803,11.8937143225
5625,1396955185126,1.3446,1.8895,-0.0442,1.4798,-0.6167,-0.7762,0.3405,0.3405,8.575,1.0,3.2783,1.0215,13.7807171566
5626,1396955185224,-0.0252,1.4782,0.377,1.2454,0.0955,-0.757,1.4776,1.4776,5.7172,1.0,1.8804,4.4328,9.71074166979
5627,1396955185326,-0.6304,1.1149,0.6645,1.0491,0.5236,-0.7625,1.9092,1.9092,2.1742,1.0,2.4098,5.7276,7.2446904516
5628,1396955185423,-0.7404,1.0439,0.6234,1.1197,0.6494,-0.8435,0.2499,0.2499,-0.5225,1.0,2.4077,0.7497,4.66696650054
5630,1396955185622,0.4431,1.9126,0.1039,1.541,-0.1589,-0.9122,1.1216,1.1216,-7.5813,1.0,2.4596,3.3648,12.3235595855
5631,1396955185721,1.1923,1.2451,0.1437,1.7097,-0.9078,-1.1002,1.6875,1.6875,-6.4387,1.0,2.5811,5.0625,12.314329037
5632,1396955185820,1.2445,0.0478,0.0603,1.2904,-1.4528,-1.3195,0.4818,0.4818,-3.9857,1.0,1.3526,1.4454,9.35309817466
5633,1396955185921,1.086,-0.3371,0.2424,-0.7059,-1.4015,3.0143,1.0936,1.0936,-1.4047,1.0,1.6655,3.2808,8.37364824819
5636,1396955186218,1.1445,1.0187,0.1271,1.4819,-0.9973,-0.7524,-0.5,-0.5,6.6673,1.0,2.2903,1.5,11.4737519452
5637,1396955186317,0.5259,1.5258,0.186,1.1838,-0.3419,-0.6136,1.0545,1.0545,6.1706,1.0,2.2377,3.1635,10.1121188515
5638,1396955186417,0.0273,0.9673,0.5878,0.7403,0.1091,-0.4966,2.0522,2.0522,2.9698,1.0,1.5824,6.1566,6.6306610239
5639,1396955186516,-0.065,0.5155,0.5343,0.4493,0.3562,-0.441,1.3048,1.3048,0.9901,1.0,1.1148,3.9144,4.08589140515
7171,1396960556406,4.4949,3.6198,-0.9652,-3.1208,1.0185,-0.3214,-8.2564,-8.2564,18.2302,1.0,9.0799,24.7692,31.9610205362
7172,1396960556505,-7.3438,0.8059,-1.3333,-2.5813,1.3283,-0.9214,3.688,3.688,-10.4821,1.0,9.483,11.064,24.0462273427
7173,1396960556604,0.7574,3.6185,0.3855,2.5929,0.7856,0.3076,-3.4526,-3.4526,9.9899,1.0,4.7614,10.3578,18.5223694324
7174,1396960556704,-4.3442,0.2746,-1.585,-1.0896,0.9092,-2.1457,3.9531,3.9531,-3.9742,1.0,6.2038,11.8593,15.6361357327
7175,1396960556803,0.7609,0.1645,-0.2704,-1.2242,0.9284,-1.9276,0.4228,0.4228,1.5357,1.0,1.1958,1.2684,6.55229969324
7176,1396960556902,-0.1442,0.1147,-0.4555,-1.1501,0.8632,-1.9157,-0.2621,-0.2621,0.004,1.0,0.7144,0.7863,4.79104220515
7184,1396960557697,4.5998,3.6441,-0.5646,-2.7734,1.0839,-0.7539,-8.5275,-8.5275,23.0081,1.0,8.8085,25.5825,36.4837451934
7185,1396960557796,-0.6552,0.2143,-3.1372,-2.8093,1.3936,-0.6864,2.7788,2.7788,-7.8087,1.0,4.0067,8.3364,16.8431560708
7186,1396960557897,1.3128,3.3999,0.8919,2.4139,0.6353,0.5183,-4.9502,-4.9502,4.6547,1.0,5.6046,14.8506,15.726453221
7187,1396960557994,-5.4053,5.4142,-1.4589,-0.7524,0.6329,-2.2702,-5.5485,-5.5485,-4.8156,1.0,12.2784,16.6455,20.6505150306
7188,1396960558094,0.9159,-0.1049,-0.797,-1.1737,0.7958,-1.9811,1.779,1.779,1.8242,1.0,1.8178,5.337,8.2768747412
7189,1396960558193,0.6964,0.1656,-0.1084,-1.151,0.7694,-1.9817,-1.4745,-1.4745,0.6242,1.0,0.9704,4.4235,6.8027576651
7199,1396960559186,-0.6325,1.8988,-1.16,2.2606,0.5823,0.6543,7.429,7.429,-11.0183,1.0,3.6913,22.287,21.0348657014
7200,1396960559286,2.1573,4.5379,-0.1652,-2.4133,1.1646,-1.0848,-11.362,-11.362,17.9373,1.0,6.8604,34.086,33.7718799349
7201,1396960559385,-0.1817,-0.1431,-2.0885,2.4041,1.2833,0.3924,4.9098,4.9098,-7.6095,1.0,2.4133,14.7294,16.4823664755
7202,1396960559484,3.8611,2.7225,1.3266,2.4346,0.7288,0.3267,-4.9577,-4.9577,14.4378,1.0,7.9102,14.8731,24.4473946531
7203,1396960559584,-6.5499,0.2465,-3.4704,-1.617,1.0001,-1.8194,5.0,5.0,-5.1581,1.0,10.2668,15.0,20.6055630559
7204,1396960559683,0.2569,0.0589,-0.4162,-1.9082,0.9407,-1.4463,0.2032,0.2032,-0.2593,1.0,0.732,0.6096,5.17489698881
7205,1396960559782,0.5424,0.0882,-0.5961,-1.7416,0.9282,-1.5967,-0.5759,-0.5759,1.3025,1.0,1.2267,1.7277,6.61342105748
7220,1396960561274,4.1192,1.8936,0.0466,2.4279,0.7284,0.3818,-3.874,-3.874,12.8944,1.0,6.0594,11.622,22.0819825069
7221,1396960561374,-4.9402,-0.8728,-5.4389,-2.1216,1.2432,-1.1386,6.1204,6.1204,-8.2091,1.0,11.2519,18.3612,23.8319441055
7222,1396960561471,-0.3894,0.8235,-0.509,2.6883,0.7374,0.3381,4.3504,4.3504,-6.1856,1.0,1.7219,13.0512,13.5315985364
7223,1396960561570,4.551,3.5544,-0.28,-2.3313,0.9835,-1.0807,-7.9821,-7.9821,23.4627,1.0,8.3854,23.9463,36.2138432525
7224,1396960561669,1.5425,-0.3743,-1.3143,-1.5372,0.737,-1.6273,-1.0279,-1.0279,2.1312,1.0,3.2311,3.0837,8.54203609211
7225,1396960561768,0.3827,0.1085,-0.0258,-1.5109,0.7237,-1.5419,-0.5099,-0.5099,-0.6664,1.0,0.517,1.5297,5.15699738321
7226,1396960561868,0.3885,-0.0129,-0.4705,-1.4621,0.7497,-1.5915,-0.1662,-0.1662,-0.4511,1.0,0.8719,0.4986,4.9222633861
7268,1396960566039,3.774,2.0885,-0.0084,-1.1908,1.4915,-2.4695,-2.968,-2.968,23.026,1.0,5.8709,8.904,32.8705910966
7269,1396960566138,-4.5203,-0.5892,-0.3392,-1.0856,0.8816,-2.1579,1.1008,1.1008,-2.0847,1.0,5.4487,3.3024,11.2980658809
7270,1396960566237,-0.0509,0.6756,-0.057,-1.2535,1.4052,-2.0846,-1.1294,-1.1294,1.4531,1.0,0.7835,3.3882,7.58251094867
7271,1396960566337,-3.155,1.9262,-2.3721,-0.9803,0.6628,-2.0566,0.3092,0.3092,-2.4354,1.0,7.4533,0.9276,10.5662117248
7272,1396960566436,-0.5665,-0.2377,-0.2606,-0.9351,0.6699,-1.9962,0.2954,0.2954,-0.4604,1.0,1.0648,0.8862,4.89021850852
7273,1396960566536,0.3442,0.0903,0.0635,-0.9066,0.6688,-1.9872,-0.05,-0.05,0.2303,1.0,0.498,0.15,4.16498015513
7274,1396960566634,0.1034,0.0052,-0.0253,-0.9251,0.642,-1.9863,-0.21,-0.21,0.3415,1.0,0.1339,0.63,4.11255007745
7300,1396960569217,2.077,1.5687,0.1668,1.6061,0.7348,0.8849,-1.3427,-1.3427,12.5405,1.0,3.8125,4.0281,18.5174208305
